,region,numberpets,householdsize,homeowner,jobcategory,carbrand,log_car_val,log_hh_income,log_tot_debt,log_tot_value
3589,southeast,0,1,1,Professional,Domestic,9.179881164,9.952277717,11.79282735,5.123963979
3590,southeast,3,1,1,Service,Domestic,8.987196821,10.04324949,10.87615862,5.618224586
3591,southwest,0,1,0,Sales,Foreign,9.449357272,10.16585182,11.64745636,7.440997757
3592,southeast,1,1,1,Agriculture,Foreign,9.093806556,9.740968623,11.46373522,6.568920253
3593,midwest,0,1,1,Service,Domestic,9.913437883,10.51867319,12.22342128,4.668144985
3595,northeast,0,1,1,Labor,Foreign,8.411832676,9.210340372,12.20607265,6.111578198
3596,midwest,1,1,1,Agriculture,Domestic,9.903487553,10.69194491,11.60823564,3.08876714
3597,southwest,0,2,1,Sales,Foreign,9.553930076,10.16585182,11.87059991,6.185694088
3598,west,0,1,1,Professional,Domestic,8.665613197,9.680344001,11.681824,3.039749159
3599,southeast,3,2,1,Professional,Foreign,8.496990484,9.392661929,11.55598495,8.090371649
3600,west,1,2,1,Sales,Foreign,9.45720045,9.952277717,12.92269218,8.222217921
3601,west,0,3,0,Crafts,Domestic,9.75846178,10.27505111,13.07233244,8.30381431
3602,west,2,1,1,Professional,Domestic,9.539644119,9.952277717,13.07903825,6.563643939
3603,southwest,0,2,1,Crafts,Domestic,9.560997244,10.4341158,12.94371507,8.543533227
3604,west,2,3,1,Professional,Foreign,10.18111929,11.2515607,13.34342476,7.250245088
3605,southwest,0,1,0,Crafts,Domestic,10.6237634,11.08214255,12.98425008,8.084855221
3606,midwest,0,3,1,Sales,Domestic,9.903487553,10.54534144,12.69710364,8.687442167
3608,west,1,3,1,Professional,Domestic,9.093806556,9.852194258,12.23174039,3.013080912
3609,southeast,0,4,1,Service,Domestic,9.104979856,9.680344001,12.20607265,4.539564429
3610,midwest,0,4,0,Service,Foreign,9.648595303,10.27505111,10.61152335,2.691243083
3611,west,0,1,1,Sales,Foreign,9.517825072,10.34174248,11.25803322,7.767687277
3612,west,2,1,1,Sales,Domestic,9.913437883,10.46310334,12.76568843,6.789028048
3614,southwest,4,1,1,Professional,Domestic,9.792555992,10.49127422,11.71504965,5.901813325
3615,southeast,3,1,0,Sales,Domestic,9.878169745,10.62132735,13.1862767,5.595268845
3616,west,0,1,0,Crafts,Domestic,10.41030515,11.27720313,13.23729792,6.978353528
3617,midwest,1,2,0,Sales,Domestic,9.71111566,10.4341158,10.90411943,3.86388263
3618,west,1,1,1,Service,Domestic,10.05190756,10.54534144,12.85787686,7.208045039
3619,northeast,1,2,1,Professional,Domestic,10.07744086,10.71441777,11.81303006,8.03983458
3620,northeast,2,2,1,Sales,Foreign,9.971146201,10.83958091,12.58004709,5.697932061
3621,northeast,2,1,1,Crafts,Foreign,8.935903526,10.04324949,10.4487146,8.187271453
3622,west,2,3,1,Crafts,Foreign,10.29214554,11.00209984,12.41308681,7.975719339
3623,southwest,1,2,1,Professional,Domestic,10.23995979,10.98529272,13.60268856,8.003162437
3625,southeast,3,3,1,Professional,Domestic,8.476371197,9.210340372,10.54534144,7.250564537
3626,northeast,0,1,0,Crafts,Domestic,9.200290036,9.952277717,11.38736224,3.499533282
3627,midwest,0,3,1,Professional,Foreign,9.862665558,10.6454249,13.36011964,5.014627315
3628,west,0,4,1,Labor,Domestic,10.52674861,10.98529272,13.11352443,5.538318035
3629,midwest,0,2,0,Sales,Domestic,9.735068901,10.91508846,13.64945597,7.249783481
3630,northeast,0,2,0,Professional,Domestic,10.38899537,10.75790288,13.20890798,7.41643861
3631,southwest,0,1,0,Sales,Domestic,10.05190756,10.62132735,12.77308955,4.034240638
3632,northeast,1,1,1,Sales,Foreign,9.581903928,10.40426284,12.88916949,6.075346031
3633,southeast,2,1,0,Sales,Foreign,10.55581274,10.98529272,12.23805569,7.287389627
3635,midwest,1,3,0,Professional,Foreign,9.400960732,10.08580911,10.26813067,5.920907954
3636,midwest,2,2,0,Service,Foreign,9.487972109,10.16585182,11.23056255,7.183908651
3637,southeast,4,1,0,Professional,Foreign,9.472704636,10.20359214,10.60905725,3.248434627
3638,west,2,1,1,Professional,Domestic,11.33260191,12.10625231,14.30347689,5.431755005
3639,midwest,1,2,0,Sales,Domestic,9.487972109,10.59663473,13.00357984,4.06731589
3640,west,1,5,1,Labor,Domestic,9.230142999,9.903487553,11.42954386,6.287672669
3641,southwest,0,4,0,Crafts,Foreign,8.974618038,9.798127037,10.49127422,3.282789151
3642,northeast,2,5,1,Sales,Domestic,10.14643373,10.73639668,13.14334178,7.849733251
3643,west,2,1,1,Sales,Domestic,9.609116492,10.69194491,12.85526794,2.847812143
3645,midwest,0,1,1,Professional,Foreign,9.686574551,10.57131693,12.50283834,7.178087713
3646,southeast,2,2,1,Professional,Foreign,10.23638197,11.19821472,12.82745526,4.572130332
3647,southeast,1,2,1,Labor,Domestic,9.517825072,9.998797732,11.82334702,7.527175184
3649,midwest,1,1,0,Crafts,Domestic,10.47163824,11.12726298,12.40819683,5.948034989
3650,northeast,1,1,1,Crafts,Foreign,11.41089274,12.55320218,15.28756969,7.036456274
3651,midwest,1,4,1,Sales,Foreign,9.296518068,9.998797732,11.95889252,7.806228212
3652,midwest,1,1,1,Service,Domestic,11.17745273,12.03171926,14.41126539,6.964088352
3653,midwest,0,4,0,Service,Foreign,8.794824928,9.61580548,11.96718074,5.17303755
3655,west,2,6,1,Professional,Foreign,9.75846178,10.66895539,12.2581906,4.789572909
3656,southwest,1,1,1,Sales,Domestic,10.55320518,11.14186178,13.17001003,7.944456702
3657,west,0,1,1,Sales,Domestic,9.45720045,10.27505111,12.64529485,2.944438979
3658,west,0,6,1,Crafts,Foreign,9.546812609,10.81977828,13.29631668,5.034677289
3659,southwest,5,4,0,Crafts,Foreign,11.37251331,12.43718437,14.96291301,7.79362804
3661,southwest,3,2,0,Service,Foreign,10.4744671,10.96819829,12.44980283,6.96786212
3663,southeast,2,2,1,Labor,Foreign,10.16585182,10.6454249,12.67357314,5.341616291
3665,southeast,1,3,1,Service,Domestic,10.1266311,11.00209984,12.81038861,7.750700825
3666,southwest,0,2,1,Sales,Foreign,10.48010092,11.09741002,13.80546022,6.429396845
3667,southwest,2,2,1,Crafts,Domestic,11.33857208,12.53896706,13.99758208,9.541530827
3668,northeast,0,1,0,Crafts,Foreign,8.909235279,9.740968623,11.35040654,7.426578834
3670,midwest,0,1,1,Professional,Domestic,9.867860375,10.59663473,13.51979631,6.947648843
3671,midwest,1,2,1,Professional,Foreign,9.210340372,9.852194258,11.94405832,4.927615938
3672,northeast,4,1,1,Professional,Foreign,10.57387775,11.26446411,13.00493028,6.164156555
3673,southwest,4,1,1,Professional,Foreign,10.60658506,11.44035477,13.91689317,5.986452005
3674,west,0,2,1,Sales,Domestic,9.441452093,9.998797732,12.65905727,5.912691866
3675,northeast,0,1,0,Service,Foreign,10.20359214,10.91508846,13.86999874,7.349809435
3676,west,1,1,1,Crafts,Domestic,10.62132735,11.98915964,13.81370894,7.780992361
3677,southwest,0,3,0,Labor,Domestic,9.441452093,10.1266311,12.94800999,6.315177153
3678,southwest,0,1,0,Professional,Foreign,9.680344001,10.37349118,13.55570302,8.091673324
3679,southwest,1,3,1,Professional,Foreign,9.210340372,9.852194258,11.28727878,3.538056564
3680,southeast,4,3,1,Service,Foreign,10.31890299,10.96819829,13.51764346,6.600210577
3682,southwest,0,4,1,Sales,Domestic,10.1064284,11.03488966,10.52406404,3.990834186
3683,southwest,2,1,0,Crafts,Domestic,9.296518068,9.998797732,12.00027773,7.849850201
3684,west,1,5,1,Service,Foreign,10.56617553,11.09741002,12.90569879,7.890844476
3685,southwest,2,5,1,Service,Domestic,8.9226583,9.546812609,11.69857481,4.635214307
3686,northeast,2,1,0,Professional,Foreign,9.814656339,10.34174248,12.92195931,5.782439607
3687,southeast,3,1,0,Crafts,Foreign,10.0301202,10.51867319,11.97728821,5.090985647
3688,northeast,0,1,1,Service,Foreign,11.04611673,11.72803684,14.69845131,9.201445933
3689,midwest,3,4,0,Professional,Foreign,9.433483923,10.27505111,10.27505111,6.437511621
3690,northeast,2,3,1,Crafts,Foreign,9.425451752,9.998797732,12.78380897,5.937272318
3691,midwest,0,1,0,Labor,Domestic,8.699514748,9.472704636,12.45838657,7.397929115
3693,west,1,4,1,Professional,Foreign,9.441452093,10.04324949,13.55180539,5.691709893
3694,southeast,1,2,1,Sales,Foreign,10.24352486,10.77895629,12.8952118,5.910525605
3695,southwest,4,4,1,Sales,Foreign,9.350102314,10.1266311,11.69524702,6.339123973
3696,southwest,2,1,0,Sales,Domestic,9.903487553,10.49127422,13.15850242,5.938195618
3697,midwest,1,4,1,Professional,Foreign,9.752664663,10.62132735,12.70076889,3.6558396
3698,west,2,4,1,Sales,Domestic,9.249561085,10.1266311,12.97154049,7.680198735
3699,northeast,2,2,1,Professional,Foreign,10.03451581,10.6454249,13.85222814,4.270396506
3700,midwest,0,2,1,Professional,Domestic,10.30226367,10.95080655,12.99202688,7.303809577
3701,northeast,1,2,1,Sales,Domestic,8.935903526,9.998797732,11.16194854,3.070375817
3702,northeast,0,2,1,Professional,Foreign,8.216088099,9.210340372,10.57131693,5.768945801
3703,southwest,0,2,1,Sales,Foreign,10.56617553,11.38509209,13.24139008,8.472509584
3704,northeast,0,1,0,Service,Domestic,10.88743693,11.1124479,14.25660018,5.764563947
3705,southwest,0,3,1,Sales,Foreign,8.9226583,9.680344001,13.2008048,7.185387016
3706,southwest,3,4,0,Sales,Domestic,10.24707726,10.81977828,11.65268741,3.124565145
3707,west,1,2,1,Professional,Foreign,10.42525312,10.95080655,13.34870182,6.642551988
3708,west,0,1,1,Sales,Foreign,9.568014816,10.71441777,12.19602231,5.488110938
3709,midwest,0,1,1,Crafts,Domestic,10.11050172,10.83958091,13.57394842,5.980150787
3710,northeast,1,2,1,Professional,Domestic,10.76848499,11.31447453,13.1862767,7.072930677
3711,northeast,1,3,1,Sales,Domestic,9.873028345,10.46310334,13.23569206,6.89187993
3714,midwest,1,4,1,Service,Domestic,10.50232405,10.98529272,13.171344,6.878995657
3715,midwest,0,2,1,Service,Domestic,10.93844981,11.79810441,13.93817057,7.155825562
3716,midwest,1,1,1,Service,Domestic,9.852194258,10.49127422,13.06388645,8.118996603
3717,midwest,1,1,1,Sales,Domestic,9.190137665,10.08580911,12.83308002,6.998189956
3718,midwest,2,6,0,Sales,Foreign,9.104979856,10.04324949,13.68608501,7.133096414
3719,southwest,0,4,0,Sales,Domestic,10.25414442,10.71441777,12.93362125,5.387700928
3720,northeast,0,5,1,Crafts,Foreign,9.908475094,10.59663473,12.67607627,5.12663897
3721,southeast,1,5,1,Service,Foreign,10.05620864,10.6454249,12.38589107,8.562118755
3722,west,3,2,1,Professional,Foreign,9.332558005,10.4341158,12.35103842,8.686226854
3723,west,0,1,1,Crafts,Domestic,9.92329018,10.4341158,11.38962725,3.387774361
3724,northeast,0,2,1,Professional,Domestic,8.748304912,9.546812609,12.54753242,7.525747786
3725,northeast,3,2,1,Sales,Foreign,9.035986985,10.1266311,11.22524339,3.702535781
3726,west,0,1,1,Agriculture,Foreign,9.417354541,10.04324949,12.28395918,7.148267124
3727,southwest,0,2,0,Professional,Domestic,10.0475879,10.91508846,13.64294129,9.057410613
3728,midwest,2,1,0,Service,Foreign,10.20359214,11.27720313,13.29210615,7.83737676
3730,midwest,0,1,0,Crafts,Domestic,10.77895629,11.36210258,12.10403992,5.696254208
3731,northeast,0,2,0,Sales,Foreign,8.612503371,9.104979856,12.01188092,8.01870778
3732,southwest,3,1,1,Service,Domestic,11.09741002,11.97035031,14.80942878,5.699272319
3733,southeast,2,5,1,Labor,Domestic,9.392661929,9.998797732,10.64065162,6.308280574
3734,northeast,0,2,0,Sales,Foreign,8.242756346,9.104979856,11.93229348,6.671273163
3735,southeast,5,2,1,Crafts,Domestic,10.07744086,10.54534144,12.02694598,6.263398263
3736,northeast,1,3,0,Crafts,Domestic,8.366370302,9.61580548,11.96718074,2.073171929
3737,northeast,0,1,0,Sales,Domestic,10.00333289,10.71441777,10.89673933,8.762958921
3739,midwest,0,2,0,Professional,Domestic,10.4744671,11.14186178,13.48366759,8.282748522
3740,southwest,0,1,1,Sales,Domestic,9.692766521,10.46310334,13.0280527,2.844909384
3741,west,0,5,1,Service,Domestic,9.495519314,10.16585182,11.57683879,3.83081295
3742,west,0,1,1,Sales,Foreign,8.839276691,9.305650552,9.947504438,6.692393868
3744,midwest,0,4,1,Labor,Foreign,9.857443614,10.62132735,11.81524981,5.501462271
3745,southeast,0,2,0,Sales,Domestic,10.27505111,11.00209984,13.83531319,4.043928076
3746,west,0,2,0,Agriculture,Domestic,9.249561085,9.998797732,12.28118012,5.519458915
3747,southeast,0,3,0,Crafts,Domestic,9.46498259,9.952277717,10.21464198,7.440498938
3748,west,2,6,0,Professional,Domestic,10.0301202,10.75790288,13.09004678,7.644009841
3749,southwest,0,3,1,Sales,Domestic,10.18866649,10.71441777,11.54732689,8.692641179
3750,northeast,1,2,1,Professional,Foreign,9.980448594,10.49127422,12.68849879,7.854323002
3751,northeast,1,1,0,Sales,Domestic,9.648595303,10.23995979,12.1568824,6.547789211
3752,midwest,1,1,1,Service,Foreign,10.67821472,11.08214255,13.08362255,8.198103008
3753,west,3,1,0,Professional,Foreign,9.76995616,10.66895539,13.35680289,5.647917342
3754,midwest,0,2,1,Service,Domestic,10.32875529,10.77895629,13.22130333,7.761595974
3755,southeast,1,5,1,Sales,Foreign,11.31447453,12.1281111,15.34297891,8.589355701
3757,west,1,4,1,Service,Domestic,10.63344871,11.23848862,13.06303791,6.596190266
3758,southeast,3,1,0,Sales,Foreign,9.825526011,10.57131693,13.50517379,7.334525154
3759,southeast,1,1,1,Service,Foreign,9.692766521,10.30895266,12.7512997,5.613857767
3760,southeast,0,5,0,Sales,Domestic,10.47163824,11.08214255,14.45973006,8.174871882
3762,northeast,0,2,1,Sales,Domestic,10.49127422,11.54248427,12.82341811,8.445278198
3763,southwest,0,2,0,Professional,Foreign,10.0647557,10.69194491,12.70684793,7.908221704
3764,west,0,1,0,Sales,Foreign,8.476371197,9.104979856,12.08050942,6.753729591
3765,southeast,0,2,1,Service,Domestic,8.779557456,9.392661929,10.55581274,8.967548806
3768,west,0,2,1,Labor,Foreign,11.00043178,11.42954386,13.36106527,5.127529046
3769,northeast,0,5,1,Agriculture,Domestic,8.881836305,10.16585182,11.83355864,8.205355029
3770,southeast,0,4,0,Sales,Foreign,9.846917201,10.37349118,11.78447816,5.575001685
3771,southwest,0,2,0,Professional,Foreign,9.581903928,10.20359214,12.75303732,6.208690625
3772,west,1,1,0,Labor,Foreign,11.16902571,11.6351431,14.04208821,6.560676997
3773,southwest,1,1,0,Crafts,Domestic,9.798127037,10.46310334,11.41861479,6.481730257
3775,west,2,1,1,Professional,Domestic,10.3859137,11.03488966,13.26490406,7.258447361
3776,southwest,1,1,1,Service,Foreign,9.503009986,10.04324949,12.52815614,2.060513532
3777,northeast,1,1,0,Service,Domestic,9.495519314,10.08580911,13.00357984,3.445214267
3778,southwest,1,2,1,Professional,Foreign,10.61398337,11.08214255,12.8570949,6.130900349
3779,west,0,5,1,Sales,Domestic,9.179881164,9.852194258,10.54534144,3.025291076
3780,southwest,0,1,0,Sales,Domestic,8.648221454,9.104979856,10.54006438,7.308978068
3781,northeast,0,4,0,Sales,Foreign,10.1064284,10.81977828,13.13231371,5.649678216
3782,northeast,1,2,1,Professional,Foreign,11.42300076,12.16525065,14.82551019,8.220981512
3784,northeast,4,4,1,Professional,Foreign,9.883284845,10.46310334,13.18439877,6.163946184
3785,midwest,0,2,0,Service,Domestic,10.3609124,10.93310697,13.18439877,8.390665785
3786,west,2,7,1,Labor,Domestic,11.19547123,11.86358234,13.9554464,8.5499314
3787,southeast,1,2,0,Service,Foreign,9.873028345,10.30895266,12.78549106,4.239166147
3789,west,2,1,1,Professional,Foreign,9.893437217,10.46310334,12.38002595,3.498021566
3791,southwest,0,1,0,Sales,Foreign,9.560997244,10.34174248,13.43278494,5.910796644
3792,southwest,0,1,1,Sales,Domestic,9.400960732,10.20359214,11.9785445,6.865473887
3793,northeast,0,2,1,Sales,Foreign,9.341368634,10.20359214,11.42736758,9.184966152
3794,southwest,0,1,0,Labor,Domestic,11.36210258,12.17044547,15.3650286,7.006831087
3796,northeast,4,2,0,Professional,Domestic,10.20359214,10.73639668,12.66791809,6.142144927
3797,northeast,0,3,1,Professional,Foreign,10.59913161,11.27720313,14.65137184,7.147952585
3798,southwest,0,4,0,Labor,Domestic,9.775654181,10.37349118,12.55954246,6.394008727
3799,west,1,1,0,Professional,Domestic,9.898475011,10.73639668,13.50271578,5.713072522
3800,midwest,1,2,1,Service,Foreign,11.30467053,12.21602298,14.5285584,6.652863029
3801,west,1,4,0,Professional,Foreign,9.314700387,9.903487553,10.37349118,6.06610809
3802,northeast,1,2,1,Sales,Domestic,10.76002828,11.45105006,13.61437309,4.646791861
3803,west,1,2,1,Labor,Foreign,11.16194854,11.86358234,14.45134637,6.470954291
3804,southeast,0,1,0,Sales,Domestic,8.03915739,9.952277717,12.25486281,8.128452448
3806,midwest,2,1,0,Sales,Domestic,7.824046011,9.104979856,10.84544603,5.111686538
3807,southeast,2,2,1,Sales,Domestic,8.556413905,9.392661929,11.86076146,3.180134997
3808,northeast,0,1,0,Labor,Foreign,9.082507,9.952277717,12.6469049,6.913787051
3809,southeast,0,2,0,Service,Domestic,10.60905725,11.23848862,13.18439877,7.745370701
3810,southeast,1,6,1,Sales,Domestic,10.01234196,10.73639668,12.8997197,7.007464858
3811,southwest,3,6,1,Agriculture,Domestic,8.764053269,9.998797732,12.50839699,7.863651265
3812,southeast,2,1,0,Service,Domestic,9.574983486,10.4341158,12.22587527,5.019264621
3814,west,0,4,1,Professional,Domestic,9.971146201,10.49127422,13.22564173,7.848192133
3815,midwest,0,2,0,Sales,Domestic,8.909235279,9.546812609,11.23321156,6.242806753
3816,southeast,0,2,0,Agriculture,Foreign,9.717157974,10.73639668,11.93031914,8.888701574
3817,west,3,1,1,Service,Domestic,11.09741002,11.71993963,12.9727026,6.975367197
3818,northeast,0,1,1,Sales,Domestic,9.933046355,10.49127422,12.60752973,6.239983405
3820,southwest,2,1,1,Professional,Domestic,10.90227951,11.96400108,14.38880381,6.302710547
3821,west,0,5,0,Labor,Domestic,9.190137665,9.680344001,12.24529336,5.957390567
3822,southeast,2,2,1,Labor,Foreign,10.53475933,11.12726298,14.03416404,6.562514713
3824,midwest,0,3,1,Service,Domestic,10.2646524,11.01862914,12.81038861,6.312279126
3825,southeast,0,1,0,Professional,Domestic,11.32779998,11.76756768,10.85127695,8.188828004
3826,west,3,1,1,Sales,Foreign,10.5789798,11.1844214,13.07149105,4.764308407
3827,midwest,0,1,1,Labor,Domestic,9.46498259,9.952277717,12.84264947,6.041801134
3829,midwest,2,1,0,Crafts,Domestic,10.52137225,11.23848862,13.63638389,8.101465604
3830,northeast,2,4,0,Service,Foreign,10.25765937,10.73639668,11.83500896,7.475594306
3831,midwest,2,2,0,Crafts,Domestic,9.841612149,10.77895629,13.13033155,6.357148785
3832,northeast,3,3,0,Sales,Domestic,10.09823163,10.46310334,12.36521087,7.113549192
3833,southeast,0,1,1,Sales,Foreign,9.952277717,10.75790288,12.84976694,7.797886823
3834,northeast,0,3,0,Agriculture,Domestic,9.350102314,9.998797732,12.92732126,4.097672352
3835,southeast,0,3,0,Sales,Domestic,9.846917201,10.23995979,12.22783414,2.949688335
3836,northeast,0,1,0,Sales,Domestic,10.52674861,11.08214255,13.59174181,6.360611393
3838,northeast,2,1,0,Crafts,Domestic,8.496990484,9.305650552,11.27973158,8.770097466
3839,midwest,0,2,1,Sales,Foreign,8.612503371,9.305650552,11.65702581,6.353674147
3840,southwest,1,1,1,Service,Domestic,10.05620864,10.6454249,13.1219633,4.796203683
3841,northeast,0,1,0,Sales,Domestic,8.318742253,9.104979856,11.96145006,6.255654068
3842,southeast,0,3,1,Labor,Foreign,9.472704636,10.16585182,12.16733182,3.290265821
3843,southeast,0,5,1,Labor,Foreign,9.059517482,10.08580911,12.6958789,8.75765
3844,northeast,0,2,0,Sales,Domestic,9.568014816,10.34174248,12.48180865,8.085348173
3845,west,0,1,0,Crafts,Foreign,10.53209621,11.2515607,13.97941353,9.76837491
3846,northeast,4,1,1,Sales,Foreign,10.08163374,10.6454249,13.03418769,7.19315976
3847,midwest,4,2,0,Sales,Foreign,9.433483923,10.20359214,12.72932079,4.282206299
3848,northeast,2,1,1,Professional,Foreign,11.27973158,12.16002871,14.43215459,7.500943993
3850,northeast,0,1,1,Professional,Foreign,11.22390917,11.66134547,13.60725562,8.112317909
3851,northeast,3,2,1,Agriculture,Domestic,8.732304571,9.61580548,11.22524339,3.575150689
3852,southwest,1,6,0,Labor,Foreign,10.50506754,11.48246626,12.91755078,7.174915716
3853,west,0,5,1,Professional,Foreign,10.30895266,11.09741002,12.90569879,6.523488882
3854,northeast,0,5,1,Sales,Domestic,9.998797732,10.73639668,12.57694631,4.794136286
3856,west,0,2,1,Professional,Domestic,9.525151112,10.34174248,11.77682701,3.545297726
3857,midwest,0,3,1,Sales,Domestic,10.49127422,11.09741002,13.84468094,6.493602542
3858,southwest,1,4,1,Sales,Domestic,9.259130536,9.740968623,11.51592097,6.474816194
3859,northeast,2,1,0,Professional,Foreign,10.81977828,11.23848862,14.17234549,8.192224534
3860,midwest,0,1,1,Sales,Foreign,10.86283777,11.48246626,12.84344281,7.674315547
3861,midwest,0,3,0,Agriculture,Domestic,10.05190756,10.46310334,13.47372423,6.88699119
3862,west,4,1,1,Professional,Foreign,10.27159687,11.09741002,13.21366554,8.531943863
3863,northeast,1,4,1,Agriculture,Foreign,10.97848998,11.96400108,14.34354722,6.004380772
3864,midwest,0,1,0,Sales,Domestic,8.748304912,9.546812609,11.77682701,5.665214882
3865,midwest,3,3,1,Agriculture,Foreign,9.287301413,9.952277717,11.94015206,6.86937821
3866,southwest,0,1,1,Sales,Foreign,10.16969059,10.54534144,12.49125159,6.392837962
3867,southeast,2,2,1,Professional,Domestic,8.630521877,9.210340372,12.12269104,7.144643932
3868,northeast,2,3,1,Sales,Domestic,9.539644119,10.08580911,12.85839783,2.711377991
3869,midwest,6,1,0,Crafts,Domestic,9.305650552,9.852194258,11.42081018,5.744604469
3870,northeast,2,1,1,Sales,Foreign,8.665613197,9.104979856,11.8196746,6.83652777
3871,midwest,0,3,0,Labor,Foreign,10.24707726,10.79957558,13.44575037,7.705104805
3872,midwest,0,1,0,Crafts,Foreign,9.622450023,10.34174248,12.39586622,5.360352757
3875,northeast,2,1,0,Sales,Foreign,8.5754621,9.104979856,11.70023456,7.632376902
3876,southwest,0,2,0,Service,Foreign,9.384293679,10.57131693,12.65075847,5.077982368
3877,southeast,1,5,1,Service,Foreign,10.83565163,11.65268741,14.63836935,6.733104228
3878,southwest,1,4,0,Crafts,Foreign,9.60238246,10.49127422,12.13993284,4.382651439
3879,west,0,1,0,Labor,Foreign,10.29890232,11.03488966,12.70259648,7.411646918
3880,southwest,0,2,0,Sales,Foreign,8.881836305,9.305650552,10.85321306,8.446523916
3882,west,0,2,1,Labor,Domestic,9.642122788,10.27505111,11.52781408,4.04567939
3883,northeast,0,5,0,Sales,Foreign,8.779557456,9.740968623,12.45566337,3.646754528
3884,southeast,2,2,0,Labor,Domestic,9.047821442,9.798127037,12.60752973,4.250635807
3885,west,1,5,1,Sales,Domestic,9.332558005,10.20359214,12.04414178,6.56927102
3886,west,0,2,0,Labor,Foreign,11.37825056,12.52088339,14.20728234,8.036039632
3888,southeast,3,1,0,Agriculture,Foreign,8.71604405,9.680344001,10.63585545,7.316813923
3889,southeast,0,4,1,Professional,Foreign,11.33020383,12.36734079,12.95512746,7.242261298
3890,southeast,0,5,1,Sales,Domestic,9.169518377,10.04324949,12.41349324,5.525054453
3891,southwest,1,1,1,Labor,Foreign,9.137769679,9.680344001,10.59663473,5.321545493
3892,midwest,0,5,1,Sales,Domestic,9.75846178,10.54534144,12.15477935,5.763622475
3893,southeast,4,1,1,Crafts,Foreign,10.87615862,11.40756495,13.42246797,8.828186435
3894,southeast,0,2,1,Professional,Domestic,10.44290063,11.22524339,13.36530956,6.353674147
3895,southeast,4,1,1,Professional,Domestic,9.809176873,10.46310334,12.99680015,7.573531263
3896,midwest,1,2,1,Sales,Foreign,9.71111566,10.1266311,11.00209984,4.254903238
3897,west,1,1,1,Labor,Domestic,9.190137665,10.20359214,11.15910359,8.387118674
3898,northeast,1,3,1,Sales,Domestic,9.350102314,10.1266311,12.32385568,8.431526365
3899,northeast,0,1,1,Crafts,Foreign,10.74073508,11.73606902,13.54435779,7.923547395
3900,northeast,2,2,0,Professional,Domestic,9.846917201,10.49127422,13.47695616,5.608188921
3902,midwest,1,1,0,Crafts,Foreign,9.961756461,10.71441777,12.30365297,6.323372813
3903,southwest,0,1,1,Labor,Foreign,10.42228135,11.33857208,12.40328281,7.431832708
3904,northeast,2,5,1,Crafts,Foreign,9.622450023,10.1266311,12.67607627,5.010968572
3905,southwest,1,5,1,Professional,Foreign,9.75846178,10.34174248,12.38296281,4.957937505
3906,southeast,0,4,1,Professional,Foreign,10.5941316,11.33857208,14.19504228,7.705149856
3907,west,0,2,1,Professional,Foreign,10.62132735,10.98529272,14.09435368,7.41842089
3908,west,3,1,1,Crafts,Domestic,11.05405958,11.9316358,14.99968873,9.420313574
3909,midwest,3,1,1,Labor,Domestic,11.00708738,11.86358234,13.2498767,9.053002117
3910,west,0,2,1,Labor,Foreign,10.70099475,11.28978191,13.1460799,6.525615996
3911,northeast,0,1,1,Sales,Domestic,9.655026193,10.16585182,11.97414059,4.244917421
3912,northeast,0,3,1,Crafts,Domestic,11.18024603,11.92503512,13.61143407,7.334231434
3913,west,1,6,1,Professional,Foreign,9.918376165,10.75790288,13.4987429,6.017010454
3914,midwest,0,1,1,Agriculture,Foreign,9.510444964,10.34174248,12.457998,8.11939859
3915,midwest,0,1,1,Sales,Foreign,9.510444964,10.34174248,11.93097769,7.132138062
3916,southeast,0,1,1,Sales,Foreign,10.28874995,11.22524339,13.72667934,7.332826917
3917,southwest,0,5,1,Sales,Domestic,9.179881164,10.04324949,11.86779879,7.218579983
3918,southeast,0,4,1,Labor,Domestic,10.29214554,10.93310697,12.09625778,7.338368181
3919,midwest,0,1,1,Service,Domestic,10.54270639,11.21182037,13.53420809,7.098995281
3920,northeast,0,1,0,Professional,Foreign,9.510444964,9.798127037,11.72964845,5.632286473
3921,west,0,3,1,Labor,Foreign,11.41531264,12.22096126,14.68906079,6.792512763
3922,southeast,1,2,0,Sales,Foreign,8.68270763,9.798127037,11.55598495,8.461289284
3923,midwest,0,1,0,Agriculture,Domestic,11.27212698,11.97665948,13.78494825,8.477401916
3924,southwest,3,1,1,Sales,Domestic,9.667765219,10.62132735,13.39391607,4.580877493
3927,west,0,4,1,Crafts,Domestic,9.487972109,10.37349118,12.78940496,5.562794781
3928,northeast,7,2,0,Professional,Domestic,10.00784757,10.83958091,13.79968601,6.906754779
3929,west,2,2,1,Crafts,Domestic,11.26830288,11.75978554,13.73386657,7.267385851
3930,midwest,0,3,0,Sales,Domestic,10.42525312,10.87804719,13.12933899,8.510349829
3931,midwest,0,3,0,Service,Foreign,10.34817337,10.858999,12.90021933,7.592643448
3932,southeast,2,2,1,Service,Domestic,11.10796023,11.58988651,14.29793671,7.02687076
3933,southwest,1,5,0,Professional,Foreign,9.417354541,10.23995979,12.24143979,4.200204953
3934,northeast,0,4,1,Crafts,Domestic,9.510444964,10.1266311,12.97733761,7.389687479
3936,midwest,0,1,1,Service,Domestic,9.622450023,10.20359214,11.9785445,7.695325883
3937,southwest,2,1,1,Sales,Domestic,8.9226583,9.61580548,12.3566455,6.314000842
